,id,Range (km),Battery Level (%),Latitude (°),Longitude (°),Speed (km/h),Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),status,Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats
42,4,209.26,51,23.973107,81.018358,68,250,15,747238,1,1,31.388999999999996,97,1,2023-10-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
43,4,209.26,51,23.973107,81.018358,68,250,15,747238,1,1,31.388999999999996,97,1,2023-10-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
44,4,328.09,76,11.329418,72.245138,93,296,7,473471,1,0,49.213499999999996,67,1,2023-08-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
45,4,328.09,76,11.329418,72.245138,93,296,7,473471,1,0,49.213499999999996,67,1,2023-08-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
46,4,126.86,34,33.997013,74.993136,101,54,33,635788,1,1,19.029,55,0,2023-07-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
47,4,126.86,34,33.997013,74.993136,101,54,33,635788,1,1,19.029,55,0,2023-07-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
48,4,301.93,70,23.077604,84.1003,52,56,21,690651,1,1,45.2895,81,1,2023-07-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
49,4,301.93,70,23.077604,84.1003,52,56,21,690651,1,1,45.2895,81,1,2023-07-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
50,4,136.44,36,14.06654,86.652214,99,161,20,957345,1,0,20.465999999999998,110,0,2023-12-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
51,4,136.44,36,14.06654,86.652214,99,161,20,957345,1,0,20.465999999999998,110,0,2023-12-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
52,4,70.45,24,28.94373,91.254217,96,87,13,294601,1,0,10.5675,88,0,2023-06-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
53,4,70.45,24,28.94373,91.254217,96,87,13,294601,1,0,10.5675,88,0,2023-06-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
54,4,86.15,28,22.224725,70.014997,75,172,16,670955,1,0,12.922500000000001,83,0,2023-11-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
55,4,86.15,28,22.224725,70.014997,75,172,16,670955,1,0,12.922500000000001,83,0,2023-11-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
56,4,215.94,51,29.36421,88.447861,58,125,16,824405,1,1,32.391,74,1,2023-09-24,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
57,4,215.94,51,29.36421,88.447861,58,125,16,824405,1,1,32.391,74,1,2023-09-24,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
58,4,171.05,45,12.205282,79.101828,81,277,39,330041,1,1,25.657500000000002,90,0,2023-04-14,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
59,4,171.05,45,12.205282,79.101828,81,277,39,330041,1,1,25.657500000000002,90,0,2023-04-14,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
60,4,48.24,19,29.213375,78.751887,68,143,40,853480,0,0,7.236,70,1,2023-02-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
61,4,48.24,19,29.213375,78.751887,68,143,40,853480,0,0,7.236,70,1,2023-02-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
62,4,186.85,48,13.027074,86.049358,63,116,15,836837,1,0,28.0275,142,0,2023-07-27,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
63,4,186.85,48,13.027074,86.049358,63,116,15,836837,1,0,28.0275,142,0,2023-07-27,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
64,4,47.57,19,36.857235,84.217896,52,140,35,795262,1,1,7.1354999999999995,52,0,2023-03-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
65,4,47.57,19,36.857235,84.217896,52,140,35,795262,1,1,7.1354999999999995,52,0,2023-03-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
66,4,184.38,46,8.817115,73.716444,94,87,28,988587,0,1,27.657,130,1,2023-05-24,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
67,4,184.38,46,8.817115,73.716444,94,87,28,988587,0,1,27.657,130,1,2023-05-24,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
68,4,53.98,21,20.093196,92.164832,67,56,5,407304,1,1,8.097,88,1,2023-10-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
69,4,53.98,21,20.093196,92.164832,67,56,5,407304,1,1,8.097,88,1,2023-10-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
70,4,438.32,94,23.101918,72.316994,46,125,9,395150,1,1,65.74799999999999,84,0,2023-12-21,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
71,4,438.32,94,23.101918,72.316994,46,125,9,395150,1,1,65.74799999999999,84,0,2023-12-21,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
72,4,360.76,81,22.316363,79.033822,90,192,6,832249,0,1,54.114,148,1,2023-06-27,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
73,4,360.76,81,22.316363,79.033822,90,192,6,832249,0,1,54.114,148,1,2023-06-27,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
74,4,113.76,35,17.058951,84.939612,68,174,18,280374,1,0,17.064,119,0,2023-01-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
75,4,113.76,35,17.058951,84.939612,68,174,18,280374,1,0,17.064,119,0,2023-01-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
76,4,205.13,51,31.60018,73.200473,91,252,27,186868,1,0,30.769499999999997,114,0,2023-04-26,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
77,4,205.13,51,31.60018,73.200473,91,252,27,186868,1,0,30.769499999999997,114,0,2023-04-26,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
78,4,146.49,39,16.678464,74.444167,45,57,13,884907,1,1,21.9735,141,1,2023-09-06,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
79,4,146.49,39,16.678464,74.444167,45,57,13,884907,1,1,21.9735,141,1,2023-09-06,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
80,4,98.16,32,30.071348,75.793956,84,170,38,426408,1,1,14.723999999999998,148,0,2023-06-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
81,4,98.16,32,30.071348,75.793956,84,170,38,426408,1,1,14.723999999999998,148,0,2023-06-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
82,4,453.9,98,26.276014,86.266925,96,116,30,825227,1,1,68.085,74,0,2023-02-05,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
83,4,453.9,98,26.276014,86.266925,96,116,30,825227,1,1,68.085,74,0,2023-02-05,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
84,4,60.47,21,15.06324,94.033019,106,206,12,476522,1,0,9.0705,56,0,2023-10-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
85,4,60.47,21,15.06324,94.033019,106,206,12,476522,1,0,9.0705,56,0,2023-10-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
86,4,225.63,53,32.144726,86.935532,87,273,23,743839,1,1,33.8445,52,1,2023-11-21,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
87,4,225.63,53,32.144726,86.935532,87,273,23,743839,1,1,33.8445,52,1,2023-11-21,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
88,4,377.66,84,29.252484,90.648428,58,249,29,208243,1,1,56.649,144,0,2023-02-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
89,4,377.66,84,29.252484,90.648428,58,249,29,208243,1,1,56.649,144,0,2023-02-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
90,4,131.97,36,15.617766,93.753907,81,271,18,756417,1,0,19.7955,93,1,2023-11-24,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
91,4,131.97,36,15.617766,93.753907,81,271,18,756417,1,0,19.7955,93,1,2023-11-24,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
92,4,306.92,69,17.882216,96.191124,89,104,16,306795,1,1,46.038000000000004,53,1,2023-07-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
93,4,306.92,69,17.882216,96.191124,89,104,16,306795,1,1,46.038000000000004,53,1,2023-07-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
94,4,53.72,22,32.659063,78.711947,75,118,13,631433,1,1,8.058,67,1,2023-08-06,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
95,4,53.72,22,32.659063,78.711947,75,118,13,631433,1,1,8.058,67,1,2023-08-06,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
96,4,397.74,89,27.811437,90.723681,91,162,14,732926,1,1,59.661,147,0,2023-10-01,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
97,4,397.74,89,27.811437,90.723681,91,162,14,732926,1,1,59.661,147,0,2023-10-01,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
98,4,117.03,33,8.055359,86.301449,83,172,6,590693,1,1,17.5545,147,0,2023-11-24,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
99,4,117.03,33,8.055359,86.301449,83,172,6,590693,1,1,17.5545,147,0,2023-11-24,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
100,4,244.75,60,17.033026,80.298122,85,259,18,487070,1,0,36.7125,57,0,2023-01-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
101,4,244.75,60,17.033026,80.298122,85,259,18,487070,1,0,36.7125,57,0,2023-01-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
102,4,338.88,75,26.530463,92.539725,70,87,10,145981,1,1,50.832,51,1,2023-03-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
103,4,338.88,75,26.530463,92.539725,70,87,10,145981,1,1,50.832,51,1,2023-03-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
104,4,396.77,86,12.204734,74.372507,113,220,9,559647,1,1,59.515499999999996,101,0,2023-06-22,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
105,4,396.77,86,12.204734,74.372507,113,220,9,559647,1,1,59.515499999999996,101,0,2023-06-22,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
106,4,128.37,36,35.984705,95.90645,99,220,39,495092,1,1,19.2555,136,1,2023-11-09,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
107,4,128.37,36,35.984705,95.90645,99,220,39,495092,1,1,19.2555,136,1,2023-11-09,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
108,4,226.7,54,35.046786,73.82492,116,101,31,928189,1,0,34.004999999999995,78,0,2023-04-01,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
109,4,226.7,54,35.046786,73.82492,116,101,31,928189,1,0,34.004999999999995,78,0,2023-04-01,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
110,4,269.85,63,27.319355,90.498915,91,252,32,144235,1,1,40.4775,84,1,2023-03-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
111,4,269.85,63,27.319355,90.498915,91,252,32,144235,1,1,40.4775,84,1,2023-03-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
112,4,46.29,21,18.667984,78.305363,55,186,14,744465,1,0,6.943499999999999,114,0,2023-07-31,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
113,4,46.29,21,18.667984,78.305363,55,186,14,744465,1,0,6.943499999999999,114,0,2023-07-31,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
114,4,226.02,53,18.14502,85.983097,62,230,36,714100,1,1,33.903,82,0,2023-01-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
115,4,226.02,53,18.14502,85.983097,62,230,36,714100,1,1,33.903,82,0,2023-01-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
116,4,302.11,70,15.287497,83.581824,51,105,19,166500,1,1,45.3165,128,0,2023-07-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
117,4,302.11,70,15.287497,83.581824,51,105,19,166500,1,1,45.3165,128,0,2023-07-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
118,4,357.3,81,15.147988,81.668476,74,88,38,635080,1,1,53.595,142,1,2023-03-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
119,4,357.3,81,15.147988,81.668476,74,88,38,635080,1,1,53.595,142,1,2023-03-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
120,4,90.98,28,33.688373,86.956877,79,110,26,630700,1,0,13.647,93,1,2023-09-25,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
121,4,90.98,28,33.688373,86.956877,79,110,26,630700,1,0,13.647,93,1,2023-09-25,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
122,4,249.76,60,27.307609,68.859338,104,283,28,802931,1,1,37.464,132,1,2023-12-29,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
123,4,249.76,60,27.307609,68.859338,104,283,28,802931,1,1,37.464,132,1,2023-12-29,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
124,4,22.09,15,13.997778,75.251847,101,296,23,520628,1,1,3.3135,84,1,2023-05-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
125,4,22.09,15,13.997778,75.251847,101,296,23,520628,1,1,3.3135,84,1,2023-05-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
126,4,287.34,68,30.759044,70.435986,76,211,38,136740,1,0,43.10099999999999,132,0,2023-10-14,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
127,4,287.34,68,30.759044,70.435986,76,211,38,136740,1,0,43.10099999999999,132,0,2023-10-14,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
128,4,193.68,49,23.011826,88.107935,109,285,30,934227,1,0,29.052,79,0,2023-12-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
129,4,193.68,49,23.011826,88.107935,109,285,30,934227,1,0,29.052,79,0,2023-12-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5
