,Unnamed: 0,id,Range (km),Battery Level (%),Latitude (°),Longitude (°),Speed (km/h),Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),status,Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,km
60,60,1,413.69,91,35.829804,86.608843,50,112,34,295807,1,0,62.0535,119,0,2023-08-04,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,181869.0
61,61,1,413.69,91,35.829804,86.608843,50,112,34,295807,1,0,62.0535,119,0,2023-08-04,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,175075.0
62,62,1,277.06,66,34.26473,80.954033,120,147,12,923589,1,1,41.559,119,0,2023-09-18,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,119423.0
63,63,1,277.06,66,34.26473,80.954033,120,147,12,923589,1,1,41.559,119,0,2023-09-18,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,129068.0
64,64,1,446.11,98,24.374666,68.708271,48,251,32,339751,1,1,66.9165,118,1,2023-12-23,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,192786.0
65,65,1,446.11,98,24.374666,68.708271,48,251,32,339751,1,1,66.9165,118,1,2023-12-23,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,187210.0
66,66,1,101.22,31,32.512492,86.098164,59,175,37,612770,1,1,15.183,60,1,2023-10-11,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,50105.0
67,67,1,101.22,31,32.512492,86.098164,59,175,37,612770,1,1,15.183,60,1,2023-10-11,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,55353.0
68,68,1,224.71,54,35.502314,71.711444,84,225,22,594300,1,0,33.7065,74,0,2023-06-10,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,98929.0
69,69,1,224.71,54,35.502314,71.711444,84,225,22,594300,1,0,33.7065,74,0,2023-06-10,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,104959.0
70,70,1,351.01,79,10.410395,74.455084,48,79,29,278317,1,1,52.6515,132,1,2023-03-19,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,155951.0
71,71,1,351.01,79,10.410395,74.455084,48,79,29,278317,1,1,52.6515,132,1,2023-03-19,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,158137.0
72,72,1,434.79,96,18.236666,81.117229,67,266,18,350336,1,0,65.2185,94,1,2023-02-22,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,186176.0
73,73,1,434.79,96,18.236666,81.117229,67,266,18,350336,1,0,65.2185,94,1,2023-02-22,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,182361.0
74,74,1,233.09,57,29.618761,84.765284,77,70,25,177722,1,0,34.9635,66,0,2023-11-10,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,108223.0
75,75,1,233.09,57,29.618761,84.765284,77,70,25,177722,1,0,34.9635,66,0,2023-11-10,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,105614.0
76,76,1,104.35,32,25.10395,91.559731,41,99,29,640976,1,1,15.652499999999998,129,1,2023-04-19,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,58066.0
77,77,1,104.35,32,25.10395,91.559731,41,99,29,640976,1,1,15.652499999999998,129,1,2023-04-19,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,51325.0
78,78,1,300.76,68,36.293548,78.565078,105,230,20,633194,1,1,45.114,85,0,2023-07-30,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,138622.0
79,79,1,300.76,68,36.293548,78.565078,105,230,20,633194,1,1,45.114,85,0,2023-07-30,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,132243.0
80,80,1,178.49,44,27.094573,71.073664,108,101,19,713664,1,1,26.7735,113,1,2023-04-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,87855.0
81,81,1,178.49,44,27.094573,71.073664,108,101,19,713664,1,1,26.7735,113,1,2023-04-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,89155.0
82,82,1,270.55,62,18.238909,94.552155,54,108,9,357852,1,1,40.5825,130,0,2023-04-20,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,123153.0
83,83,1,270.55,62,18.238909,94.552155,54,108,9,357852,1,1,40.5825,130,0,2023-04-20,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,125955.0
84,84,1,395.77,88,29.72797,76.775515,103,163,35,418072,1,1,59.3655,100,1,2023-01-29,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,173861.0
85,85,1,395.77,88,29.72797,76.775515,103,163,35,418072,1,1,59.3655,100,1,2023-01-29,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,173162.0
86,86,1,321.54,74,15.585298,84.052274,110,55,36,522125,1,1,48.231,111,1,2023-07-08,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,140028.0
87,87,1,321.54,74,15.585298,84.052274,110,55,36,522125,1,1,48.231,111,1,2023-07-08,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,139146.0
88,88,1,41.05,19,36.666191,79.984452,76,128,19,288857,1,0,6.1575,90,1,2023-07-25,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,34369.0
89,89,1,41.05,19,36.666191,79.984452,76,128,19,288857,1,0,6.1575,90,1,2023-07-25,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,31233.0
90,90,1,192.91,50,26.819237,82.581172,111,87,20,980850,1,0,28.9365,95,0,2023-05-05,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,92177.0
91,91,1,192.91,50,26.819237,82.581172,111,87,20,980850,1,0,28.9365,95,0,2023-05-05,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,91600.0
92,92,1,81.56,28,17.79443,68.520229,97,234,37,616811,1,1,12.234,92,1,2023-11-22,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,43753.0
93,93,1,81.56,28,17.79443,68.520229,97,234,37,616811,1,1,12.234,92,1,2023-11-22,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,45759.0
94,94,1,391.14,86,35.065396,76.186033,47,135,6,195820,1,1,58.67099999999999,149,0,2023-09-11,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,168713.0
95,95,1,391.14,86,35.065396,76.186033,47,135,6,195820,1,1,58.67099999999999,149,0,2023-09-11,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,167796.0
96,96,1,178.5,47,15.459556,94.488642,68,146,16,763971,1,0,26.775,64,0,2023-05-18,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,85945.0
97,97,1,178.5,47,15.459556,94.488642,68,146,16,763971,1,0,26.775,64,0,2023-05-18,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,80794.0
98,98,1,214.68,52,11.012056,73.193549,112,190,26,393327,1,1,32.202,93,1,2023-04-22,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,104672.0
99,99,1,214.68,52,11.012056,73.193549,112,190,26,393327,1,1,32.202,93,1,2023-04-22,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,103472.0
100,100,1,324.1,73,30.458436,83.701778,89,254,28,838705,1,1,48.615,109,1,2023-10-02,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,146766.0
101,101,1,324.1,73,30.458436,83.701778,89,254,28,838705,1,1,48.615,109,1,2023-10-02,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,138114.0
102,102,1,306.84,69,9.422534,95.750814,49,281,23,859342,1,0,46.026,124,1,2023-01-05,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,137518.0
103,103,1,306.84,69,9.422534,95.750814,49,281,23,859342,1,0,46.026,124,1,2023-01-05,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,135908.0
104,104,1,98.67,30,31.232721,86.70203,82,295,22,812258,1,1,14.8005,68,1,2023-07-25,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,54332.0
105,105,1,98.67,30,31.232721,86.70203,82,295,22,812258,1,1,14.8005,68,1,2023-07-25,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,55853.0
106,106,1,182.52,45,32.084007,93.153094,75,265,9,464484,1,1,27.378,137,0,2023-10-05,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,88136.0
107,107,1,182.52,45,32.084007,93.153094,75,265,9,464484,1,1,27.378,137,0,2023-10-05,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,86235.0
108,108,1,91.41,28,34.385693,85.980189,50,263,14,660727,1,0,13.7115,112,0,2023-08-22,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,49324.0
109,109,1,91.41,28,34.385693,85.980189,50,263,14,660727,1,0,13.7115,112,0,2023-08-22,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,53301.0
110,110,1,200.43,51,36.019382,74.628612,66,290,39,770418,1,1,30.0645,70,0,2023-10-02,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,90211.0
111,111,1,200.43,51,36.019382,74.628612,66,290,39,770418,1,1,30.0645,70,0,2023-10-02,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,98335.0
112,112,1,458.71,100,20.318028,70.751498,108,265,8,726958,1,1,68.8065,64,1,2023-09-14,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,195931.0
113,113,1,458.71,100,20.318028,70.751498,108,265,8,726958,1,1,68.8065,64,1,2023-09-14,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,194986.0
114,114,1,252.45,60,17.826613,80.953579,76,213,11,109832,1,0,37.8675,94,0,2023-05-27,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,110288.0
115,115,1,252.45,60,17.826613,80.953579,76,213,11,109832,1,0,37.8675,94,0,2023-05-27,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,117656.0
116,116,1,136.59,37,10.167514,94.295347,119,272,23,252201,1,1,20.4885,117,0,2023-01-20,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,70497.0
117,117,1,136.59,37,10.167514,94.295347,119,272,23,252201,1,1,20.4885,117,0,2023-01-20,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,72301.0
118,118,1,50.1,22,33.26741,68.132219,55,195,30,956286,1,1,7.515,135,1,2023-04-02,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,30982.0
119,119,1,50.1,22,33.26741,68.132219,55,195,30,956286,1,1,7.515,135,1,2023-04-02,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,35443.0
120,120,1,51.48,22,30.357919,76.953503,82,299,26,452245,1,1,7.721999999999999,105,0,2023-08-10,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,38184.0
